車款名稱,成本底價,備註
HONDA FIT 白 (2022),392000,"里程: 75,147km, 評價: A, 來源: PDF"
HONDA FIT 白 (2022),342000,"里程: 80,981km, 評價: B, 來源: PDF"
HONDA FIT 白 (2022),455000,"里程: 48,040km, 評價: A+, 來源: PDF"
HONDA FIT 白 (2024),558000,"里程: 3,110km, 評價: A+, 來源: PDF"
HONDA FIT 白 (2024),160000,"里程: 0km, 評價: N, 來源: PDF"
HONDA FIT 白 (2025),563000,"里程: 8,757km, 評價: A+, 來源: PDF"
HONDA FIT 深灰 (2025),545000,"里程: 3,967km, 評價: A+, 來源: PDF"
HONDA HR-V 白 (2016),230256,"里程: 230,256km, 評價: , 來源: PDF"
HONDA HR-V 深藍 (2016),315000,"里程: 59,703km, 評價: A+, 來源: PDF"
HONDA HR-V 白 (2016),211000,"里程: 170,493km, 評價: B, 來源: PDF"
HONDA HR-V 白 (2017),240000,"里程: 186,387km, 評價: , 來源: PDF"
HONDA HR-V 白 (2017),351000,"里程: 88,556km, 評價: A+, 來源: PDF"
HONDA HR-V 深藍 (2017),294000,"里程: 91,948km, 評價: B+, 來源: PDF"
HONDA HR-V 白 (2017),294000,"里程: 111,632km, 評價: B+, 來源: PDF"
HONDA HR-V 白 (2017),250000,"里程: 96,124km, 評價: B, 來源: PDF"
HONDA HR-V 銀 (2018),307000,"里程: 108,170km, 評價: , 來源: PDF"
HONDA HR-V 黑 (2018),261422,"里程: 261,422km, 評價: A, 來源: PDF"
HONDA HR-V 白 (2018),255000,"里程: 153,106km, 評價: B, 來源: PDF"
HONDA HR-V 深藍 (2019),331000,"里程: 43,829km, 評價: A+, 來源: PDF"
HONDA HR-V 白 (2020),313000,"里程: 115,328km, 評價: B, 來源: PDF"
 (2025),202511,"里程: Unknown, 評價: , 來源: PDF"
HONDA HR-V 銀 (2020),369000,"里程: 79,169km, 評價: B, 來源: PDF"
HONDA HR-V 深藍 (2020),316000,"里程: 116,110km, 評價: B+, 來源: PDF"
HONDA HR-V 銀 (2020),230000,"里程: 202,282km, 評價: A+, 來源: PDF"
HONDA HR-V 白 (2021),417000,"里程: 98,604km, 評價: , 來源: PDF"
HONDA HR-V 深灰 (2021),363000,"里程: 26,118km, 評價: B, 來源: PDF"
HONDA HR-V 白 (2022),512000,"里程: 73,738km, 評價: A+, 來源: PDF"
HONDA HR-V 深灰 (2022),536000,"里程: 52,250km, 評價: A+, 來源: PDF"
HONDA HR-V 白 (2023),460000,"里程: 109,665km, 評價: A+, 來源: PDF"
HONDA HR-V 白 (2024),582000,"里程: 29,289km, 評價: A+, 來源: PDF"
HONDA HR-V 白 (2024),558000,"里程: 6,774km, 評價: , 來源: PDF"
HONDA HR-V 深灰 (2025),544000,"里程: 10,196km, 評價: A+, 來源: PDF"
HONDA ODYSSEY 白 (2017),520000,"里程: 115,004km, 評價: A+, 來源: PDF"
HONDA ODYSSEY 白 (2017),714000,"里程: 105,715km, 評價: B+, 來源: PDF"
HONDA ODYSSEY 灰 (2020),924000,"里程: 64,991km, 評價: A, 來源: PDF"
HONDA ODYSSEY 藍 (2021),894000,"里程: 37,737km, 評價: , 來源: PDF"
HONDA ODYSSEY 銀 (2021),905000,"里程: 63,656km, 評價: A+, 來源: PDF"
HYUNDAI CUSTIN 藍 (2022),800000,"里程: 82,270km, 評價: A+, 來源: PDF"
HYUNDAI CUSTIN 白 (2023),1017000,"里程: 52,282km, 評價: A+, 來源: PDF"
HYUNDAI CUSTIN 白 (2023),765000,"里程: 26,351km, 評價: B, 來源: PDF"
HYUNDAI CUSTIN 白 (2023),1010000,"里程: 24,008km, 評價: A+, 來源: PDF"
HYUNDAI ELANTRA 淺灰 (2012),218288,"里程: 218,288km, 評價: B+, 來源: PDF"
HYUNDAI ELANTRA 藍 (2013),211083,"里程: 211,083km, 評價: A, 來源: PDF"
HYUNDAI ELANTRA 銀 (2013),90951,"里程: 90,951km, 評價: A, 來源: PDF"
HYUNDAI ELANTRA 淺灰 (2013),126353,"里程: 126,353km, 評價: A+, 來源: PDF"
HYUNDAI ELANTRA 白 (2013),303342,"里程: 303,342km, 評價: B, 來源: PDF"
HYUNDAI ELANTRA 藍 (2013),159648,"里程: 159,648km, 評價: , 來源: PDF"
HYUNDAI ELANTRA 白 (2014),122000,"里程: 43,741km, 評價: B, 來源: PDF"
HYUNDAI ELANTRA 藍 (2014),146824,"里程: 146,824km, 評價: A+, 來源: PDF"
HYUNDAI ELANTRA 白 (2014),179292,"里程: 179,292km, 評價: A+, 來源: PDF"
ELANTRA 紅 黑 (2015),228271,"里程: 228,271km, 評價: B, 來源: PDF"
HYUNDAI ELANTRA 淺灰 (2016),384812,"里程: 384,812km, 評價: B, 來源: PDF"
HYUNDAI ELANTRA 白 (2017),282555,"里程: 282,555km, 評價: A+, 來源: PDF"
HYUNDAI ELANTRA 紅 (2018),243911,"里程: 243,911km, 評價: C+, 來源: PDF"
HYUNDAI ELANTRA 白 (2018),227000,"里程: 35,849km, 評價: A+, 來源: PDF"
HYUNDAI ELANTRA 白 (2018),203000,"里程: 42,251km, 評價: A+, 來源: PDF"
HYUNDAI ELANTRA 藍 (2019),310000,"里程: 80,232km, 評價: A+, 來源: PDF"
HYUNDAI ELANTRA 紅 (2020),262771,"里程: 262,771km, 評價: A, 來源: PDF"
HYUNDAI ELANTRA 紅 (2020),390000,"里程: 92,916km, 評價: A+, 來源: PDF"
HYUNDAI ELANTRA 紅 (2020),201247,"里程: 201,247km, 評價: B, 來源: PDF"
HYUNDAI HD35 白 (2019),224000,"里程: 188,325km, 評價: A, 來源: PDF"
HYUNDAI i30 白 (2013),133475,"里程: 133,475km, 評價: , 來源: PDF"
HYUNDAI IONIQ6 白 (2023),1058000,"里程: 22,994km, 評價: A+, 來源: PDF"
HYUNDAI iX35 白 (2011),193995,"里程: 193,995km, 評價: B, 來源: PDF"
HYUNDAI iX35 藍 (2012),150176,"里程: 150,176km, 評價: B+, 來源: PDF"
HYUNDAI iX35 白 (2013),131000,"里程: 39,818km, 評價: B+, 來源: PDF"
HYUNDAI iX35 白 (2014),149828,"里程: 149,828km, 評價: B, 來源: PDF"
HYUNDAI iX35 白 (2016),153867,"里程: 153,867km, 評價: B+, 來源: PDF"
HYUNDAI PORTER 深藍 (2019),176000,"里程: 98,305km, 評價: B, 來源: PDF"
HYUNDAI PORTER 深藍 (2019),525000,"里程: 71,273km, 評價: B, 來源: PDF"
HYUNDAI PORTER 深監白 (2020),444000,"里程: 145,090km, 評價: B, 來源: PDF"
HYUNDAI PORTER 白 (2021),300000,"里程: 135,680km, 評價: A+, 來源: PDF"
HYUNDAI PORTER 白 (2021),601000,"里程: 105,611km, 評價: B, 來源: PDF"
HYUNDAI PORTER 白 (2021),340000,"里程: 81,454km, 評價: A, 來源: PDF"
HYUNDAI PORTER 白 (2021),363000,"里程: 76,759km, 評價: C, 來源: PDF"
HYUNDAI PORTER 白 (2022),469000,"里程: 88,743km, 評價: B+, 來源: PDF"
HYUNDAI PORTER 白綠 (2023),539000,"里程: 71,353km, 評價: A, 來源: PDF"
SANTA FE 黑 (2011),236855,"里程: 236,855km, 評價: A+, 來源: PDF"
 (2025),202511,"里程: Unknown, 評價: , 來源: PDF"
SANTA FE 白 (2014),166317,"里程: 166,317km, 評價: B+, 來源: PDF"
SANTA FE 藍 (2014),236902,"里程: 236,902km, 評價: , 來源: PDF"
SANTA FE 白 (2015),123000,"里程: 98,541km, 評價: N, 來源: PDF"
SANTA FE 白 (2016),205000,"里程: 179,214km, 評價: B, 來源: PDF"
SANTA FE 深灰 (2017),259515,"里程: 259,515km, 評價: A, 來源: PDF"
HYUNDAI STAREX 黑 (2018),360000,"里程: 80,613km, 評價: B, 來源: PDF"
HYUNDAI STAREX 黑 (2018),272000,"里程: 128,111km, 評價: B, 來源: PDF"
HYUNDAI STAREX 黑 (2019),388000,"里程: 146,721km, 評價: A, 來源: PDF"
HYUNDAI STAREX 白 (2020),515000,"里程: 66,305km, 評價: , 來源: PDF"
HYUNDAI STAREX 黑 (2021),592000,"里程: 110,848km, 評價: A, 來源: PDF"
HYUNDAI STAREX 銀 (2021),662000,"里程: 60,459km, 評價: A, 來源: PDF"
HYUNDAI STAREX 銀 (2021),571000,"里程: 105,681km, 評價: A, 來源: PDF"
HYUNDAI STAREX 銀 (2021),529000,"里程: 105,483km, 評價: B, 來源: PDF"
HYUNDAI STARIA 黑 (2022),999000,"里程: 79,723km, 評價: A+, 來源: PDF"
HYUNDAI STARIA 黑 (2022),1285000,"里程: 41,443km, 評價: A+, 來源: PDF"
HYUNDAI STARIA 黑 (2024),1052000,"里程: 55,898km, 評價: A+, 來源: PDF"
HYUNDAI STARIA 黑 (2024),1262000,"里程: 15,020km, 評價: A+, 來源: PDF"
HYUNDAI STARIA 黑 (2024),1238000,"里程: 14,234km, 評價: A+, 來源: PDF"
HYUNDAI TUCSON 白 (2012),180164,"里程: 180,164km, 評價: B, 來源: PDF"
HYUNDAI TUCSON 白 (2016),266000,"里程: 98,251km, 評價: A+, 來源: PDF"
HYUNDAI TUCSON 藍 (2016),205056,"里程: 205,056km, 評價: A+, 來源: PDF"
HYUNDAI TUCSON 銀 (2016),187000,"里程: 115,132km, 評價: , 來源: PDF"
HYUNDAI TUCSON 黑 (2016),215000,"里程: 120,543km, 評價: B, 來源: PDF"
HYUNDAI TUCSON 藍 (2018),295000,"里程: 77,566km, 評價: A+, 來源: PDF"
HYUNDAI TUCSON 白 (2019),384000,"里程: 73,732km, 評價: A+, 來源: PDF"
HYUNDAI TUCSON 灰 (2019),239381,"里程: 239,381km, 評價: B, 來源: PDF"
HYUNDAI TUCSON 灰 (2022),647000,"里程: 51,271km, 評價: A+, 來源: PDF"
HYUNDAI TUCSON 藍 (2024),859000,"里程: 24,108km, 評價: A+, 來源: PDF"
HYUNDAI VENUE 藍白 (2021),332000,"里程: 86,101km, 評價: , 來源: PDF"
HYUNDAI VENUE 紅黑 (2021),375000,"里程: 44,985km, 評價: A+, 來源: PDF"
HYUNDAI VENUE 灰紅 (2021),413000,"里程: 50,959km, 評價: A+, 來源: PDF"
HYUNDAI VENUE 藍白 (2024),489000,"里程: 13,430km, 評價: A+, 來源: PDF"
HYUNDAI VENUE 藍白 (2024),503000,"里程: 21,981km, 評價: A, 來源: PDF"
INFINITI Q30 灰 (2017),312000,"里程: 90,840km, 評價: A, 來源: PDF"
INFINITI Q50 黑 (2016),242000,"里程: 96,759km, 評價: , 來源: PDF"
INFINITI QX60 白 (2014),131292,"里程: 131,292km, 評價: B, 來源: PDF"
ISUZU ELF 白 (2024),993000,"里程: 115,904km, 評價: A, 來源: PDF"
KAWASAKI EX-400-G 黑綠 (2018),31000,"里程: 0km, 評價: N, 來源: PDF"
KAWASAKI ZR900 綠黑 (2017),40000,"里程: 0km, 評價: N, 來源: PDF"
KAWASAKI ZR900 白黑 (2021),121000,"里程: 27,226km, 評價: N, 來源: PDF"
KAWASAKI ZX1000J 白黑 (2013),80000,"里程: 0km, 評價: N, 來源: PDF"
KIA K2500 白 (2018),284000,"里程: 158,500km, 評價: B+, 來源: PDF"
KIA K2500 白 (2019),334863,"里程: 334,863km, 評價: A+, 來源: PDF"
KIA PICANTO 紅 (2020),265000,"里程: 85,470km, 評價: A+, 來源: PDF"
KIA STONIC 紅 (2020),212000,"里程: 97,648km, 評價: B+, 來源: PDF"
KIA STONIC 灰 (2024),600000,"里程: 6,795km, 評價: A+, 來源: PDF"
KYMCO AK550 黑 (2019),52000,"里程: Unknown, 評價: N, 來源: PDF"
KYMCO FAMOUS 藍 (2021),54077,"里程: 54,077km, 評價: N, 來源: PDF"
KYMCO FAMOUS 深灰銀 (2021),22435,"里程: 22,435km, 評價: N, 來源: PDF"
KYMCO FAMOUS 藍銀 (2021),12000,"里程: 0km, 評價: N, 來源: PDF"
FAMOUS 深灰 銀 (2021),20925,"里程: 20,925km, 評價: N, 來源: PDF"
KYMCO G6 白紅 (2019),13000,"里程: 0km, 評價: N, 來源: PDF"
KYMCO GP-125 藍 (2022),23704,"里程: 23,704km, 評價: N, 來源: PDF"
KYMCO GP-125 黑紅 (2022),36069,"里程: 36,069km, 評價: N, 來源: PDF"
KYMCO KRV 白彩繪 (2021),44441,"里程: 44,441km, 評價: N, 來源: PDF"
KYMCO KRV 銀黑 (2021),24000,"里程: 0km, 評價: N, 來源: PDF"
KYMCO KRV 黑 (2021),15000,"里程: 0km, 評價: N, 來源: PDF"
 (2025),202511,"里程: Unknown, 評價: , 來源: PDF"
KRV 深藍 黑 (2021),28000,"里程: 0km, 評價: N, 來源: PDF"
KYMCO KRV 黑 (2021),22000,"里程: 0km, 評價: N, 來源: PDF"
KYMCO KRV 黑 (2022),28000,"里程: 0km, 評價: N, 來源: PDF"
KYMCO LIKE125 深藍黑 (2022),27000,"里程: 0km, 評價: N, 來源: PDF"
LIKE125 淺灰 白 (2025),45000,"里程: 0km, 評價: N, 來源: PDF"
KYMCO LIKE150 灰 (2021),21000,"里程: 0km, 評價: N, 來源: PDF"
KYMCO MANY 白 (2021),30000,"里程: 28,490km, 評價: N, 來源: PDF"
KYMCO MANY 灰 (2021),20000,"里程: 0km, 評價: N, 來源: PDF"
KYMCO MANY 白 (2021),21000,"里程: 9,280km, 評價: N, 來源: PDF"
KYMCO MANY 白 (2021),38000,"里程: 0km, 評價: N, 來源: PDF"
KYMCO MANY 灰 (2022),16000,"里程: 0km, 評價: N, 來源: PDF"
KYMCO MANY 淺綠 (2022),25000,"里程: 0km, 評價: N, 來源: PDF"
KYMCO MANY 黑 (2022),22000,"里程: 0km, 評價: N, 來源: PDF"
KYMCO MANY 灰 (2023),39000,"里程: 0km, 評價: N, 來源: PDF"
KYMCO MANY 黑 (2025),60000,"里程: 3,431km, 評價: N, 來源: PDF"
KYMCO NICE 紫 (2021),14000,"里程: 9,222km, 評價: N, 來源: PDF"
RACING S 黑黃 (2021),18000,"里程: 0km, 評價: N, 來源: PDF"
RACING S 白黑紅 (2021),27000,"里程: 0km, 評價: N, 來源: PDF"
RACING S 黑紅 (2022),23000,"里程: 0km, 評價: N, 來源: PDF"
RACING S 黑紅 (2022),22000,"里程: 20,149km, 評價: N, 來源: PDF"
RACING S 深藍銀黑 (2022),27000,"里程: 11,489km, 評價: N, 來源: PDF"
KYMCO VJR125 白灰 (2022),16000,"里程: 0km, 評價: N, 來源: PDF"
KYMCO X-SENSE 黑紅 (2022),15000,"里程: 0km, 評價: N, 來源: PDF"
KYMCO 金牌 藍 (2021),17522,"里程: 17,522km, 評價: N, 來源: PDF"
LEXUS CT200h 銀 (2011),361778,"里程: 361,778km, 評價: A+, 來源: PDF"
LEXUS CT200h 黑 (2014),254000,"里程: 239,768km, 評價: A, 來源: PDF"
LEXUS ES200 黑 (2015),276000,"里程: 180,406km, 評價: A+, 來源: PDF"
LEXUS ES200 銀 (2015),310000,"里程: 227,832km, 評價: A+, 來源: PDF"
LEXUS ES200 白 (2016),330000,"里程: 143,599km, 評價: A, 來源: PDF"
LEXUS ES200 淺棕 (2016),421000,"里程: 78,013km, 評價: A, 來源: PDF"
LEXUS ES200 黑 (2018),594000,"里程: 83,480km, 評價: A+, 來源: PDF"
LEXUS ES200 淺棕 (2018),499000,"里程: 218,055km, 評價: A, 來源: PDF"
LEXUS ES200 黑 (2019),547000,"里程: 195,583km, 評價: B, 來源: PDF"
LEXUS ES200 白 (2019),795000,"里程: 72,747km, 評價: A+, 來源: PDF"
LEXUS ES200 淺棕 (2021),763000,"里程: 97,102km, 評價: A, 來源: PDF"
LEXUS ES200 黑 (2021),755000,"里程: 138,335km, 評價: A, 來源: PDF"
LEXUS ES200 淺棕 (2024),1072000,"里程: 20,476km, 評價: B, 來源: PDF"
LEXUS ES200 淺棕 (2024),1124000,"里程: 17,361km, 評價: A+, 來源: PDF"
LEXUS ES250 黑 (2019),650000,"里程: 46,866km, 評價: A+, 來源: PDF"
LEXUS ES250 白 (2022),1080000,"里程: 76,820km, 評價: A+, 來源: PDF"
LEXUS ES300h 銀 (2012),256000,"里程: 188,836km, 評價: A, 來源: PDF"
LEXUS ES300h 黑 (2013),298823,"里程: 298,823km, 評價: B, 來源: PDF"
LEXUS ES300h 銀 (2013),267432,"里程: 267,432km, 評價: , 來源: PDF"
LEXUS ES300h 黃 (2013),484860,"里程: 484,860km, 評價: A, 來源: PDF"
LEXUS ES300h 黑 (2013),209459,"里程: 209,459km, 評價: B, 來源: PDF"
LEXUS ES300h 銀 (2014),361995,"里程: 361,995km, 評價: B, 來源: PDF"
LEXUS ES300h 黑 (2014),379000,"里程: 38,929km, 評價: A, 來源: PDF"
LEXUS ES300h 淺棕 (2015),335000,"里程: 208,292km, 評價: B+, 來源: PDF"
LEXUS ES300h 白 (2015),401000,"里程: 163,138km, 評價: , 來源: PDF"
LEXUS ES300h 黑 (2018),740000,"里程: 101,753km, 評價: A, 來源: PDF"
LEXUS ES300h 白 (2018),748865,"里程: 748,865km, 評價: B, 來源: PDF"
LEXUS ES300h 黑 (2019),955000,"里程: 53,357km, 評價: A+, 來源: PDF"
LEXUS ES300h 黑 (2019),540000,"里程: 344,042km, 評價: C+, 來源: PDF"
LEXUS ES300h 淺棕 (2020),958000,"里程: 51,839km, 評價: A+, 來源: PDF"
LEXUS ES300h 淺棕 (2020),1012000,"里程: 18,727km, 評價: B, 來源: PDF"
LEXUS ES300h 黑 (2020),930000,"里程: 38,653km, 評價: A, 來源: PDF"
LEXUS ES300h 白 (2021),1267000,"里程: 49,944km, 評價: A, 來源: PDF"
 (2025),202511,"里程: Unknown, 評價: , 來源: PDF"
LEXUS ES300h 黑 (2022),1216000,"里程: 72,183km, 評價: A+, 來源: PDF"
LEXUS ES350 銀 (2011),85000,"里程: 77,342km, 評價: B, 來源: PDF"
LEXUS GS300 淺棕 (2017),390000,"里程: 276,501km, 評價: B, 來源: PDF"
LEXUS GS300h 白 (2014),306000,"里程: 223,589km, 評價: B+, 來源: PDF"
LEXUS IS250 銀 (2006),144078,"里程: 144,078km, 評價: B, 來源: PDF"
LEXUS IS250 銀 (2008),217710,"里程: 217,710km, 評價: A, 來源: PDF"
LEXUS IS300h 黑 (2014),388000,"里程: 174,295km, 評價: A+, 來源: PDF"
LEXUS IS300h 淺棕 (2022),1271000,"里程: 20,317km, 評價: B, 來源: PDF"
LEXUS LBX 白黑 (2024),915000,"里程: 13,308km, 評價: B, 來源: PDF"
LEXUS LM300h 黑 (2020),1568000,"里程: 135,262km, 評價: A, 來源: PDF"
LEXUS LS500 銀 (2018),771000,"里程: 83,105km, 評價: B, 來源: PDF"
LEXUS LS500 黑 (2019),1362000,"里程: 57,120km, 評價: A+, 來源: PDF"
LEXUS NX200 淺棕 (2018),520000,"里程: 189,169km, 評價: A+, 來源: PDF"
LEXUS NX200 黑 (2018),570000,"里程: 142,622km, 評價: A+, 來源: PDF"
LEXUS NX200 淺棕 (2018),545000,"里程: 204,126km, 評價: A, 來源: PDF"
LEXUS NX200 淺棕 (2022),1021000,"里程: 67,573km, 評價: , 來源: PDF"
LEXUS NX200 白 (2022),1160000,"里程: 55,530km, 評價: A+, 來源: PDF"
LEXUS NX200 白 (2024),1192000,"里程: 32,813km, 評價: A+, 來源: PDF"
LEXUS NX200 白 (2024),1197000,"里程: 33,418km, 評價: A+, 來源: PDF"
LEXUS NX200t 淺棕 (2015),495000,"里程: 60,279km, 評價: B, 來源: PDF"
LEXUS NX300 白 (2017),882000,"里程: 78,546km, 評價: B+, 來源: PDF"
LEXUS NX300 白 (2017),844000,"里程: 92,769km, 評價: , 來源: PDF"
LEXUS NX300 黑 (2019),762000,"里程: 141,336km, 評價: A, 來源: PDF"
LEXUS NX300h 深紅 (2014),300000,"里程: 224,809km, 評價: A+, 來源: PDF"
LEXUS NX300h 淺棕 (2017),650000,"里程: 101,278km, 評價: , 來源: PDF"
LEXUS NX350h 淺棕 (2023),1810000,"里程: 15,802km, 評價: A+, 來源: PDF"
LEXUS RC350 深紅 (2015),581000,"里程: 123,535km, 評價: B, 來源: PDF"
LEXUS RX200t 白 (2016),839000,"里程: 82,966km, 評價: A+, 來源: PDF"
LEXUS RX200t 黑 (2016),781000,"里程: 128,244km, 評價: A+, 來源: PDF"
LEXUS RX300 淺棕 (2018),751000,"里程: 154,697km, 評價: A, 來源: PDF"
LEXUS RX300 白 (2018),955000,"里程: 49,784km, 評價: A+, 來源: PDF"
LEXUS RX300 白 (2019),1237000,"里程: 32,662km, 評價: A+, 來源: PDF"
LEXUS RX300 黑 (2019),1139000,"里程: 100,521km, 評價: A+, 來源: PDF"
LEXUS RX300 白 (2020),1063000,"里程: 94,583km, 評價: A, 來源: PDF"
LEXUS RX300 黑 (2021),973000,"里程: 158,576km, 評價: A+, 來源: PDF"
LEXUS RX300 白 (2022),1471000,"里程: 11,439km, 評價: A, 來源: PDF"
LEXUS RX350 白 (2009),186000,"里程: 139,454km, 評價: A+, 來源: PDF"
LEXUS RX350 黑 (2010),199337,"里程: 199,337km, 評價: B+, 來源: PDF"
LEXUS RX350 白 (2017),714000,"里程: 137,191km, 評價: A+, 來源: PDF"
LEXUS RX450h 灰 (2014),188925,"里程: 188,925km, 評價: A+, 來源: PDF"
LEXUS RX450h 淺棕 (2015),580000,"里程: 86,012km, 評價: B, 來源: PDF"
LEXUS RX450h 銀 (2015),510000,"里程: 105,715km, 評價: B, 來源: PDF"
LEXUS RX450h 淺棕 (2017),526000,"里程: 173,408km, 評價: A, 來源: PDF"
LEXUS UX200 白 (2019),549000,"里程: 123,305km, 評價: A, 來源: PDF"
LEXUS UX200 白 (2020),601000,"里程: 126,719km, 評價: A+, 來源: PDF"
LEXUS UX250h 白 (2019),690000,"里程: 91,375km, 評價: A+, 來源: PDF"
LEXUS UX250h 白 (2020),688000,"里程: 90,672km, 評價: A+, 來源: PDF"
LEXUS UX300h 黑 (2025),820000,"里程: 2,970km, 評價: B, 來源: PDF"
LUXGEN M7 白 (2014),90265,"里程: 90,265km, 評價: , 來源: PDF"
LUXGEN M7 銀 (2014),115954,"里程: 115,954km, 評價: A+, 來源: PDF"
LUXGEN M7 銀 (2014),102030,"里程: 102,030km, 評價: B, 來源: PDF"
LUXGEN M7 銀 (2015),104372,"里程: 104,372km, 評價: A, 來源: PDF"
LUXGEN M7 深灰 (2015),95000,"里程: 73,430km, 評價: , 來源: PDF"
LUXGEN M7 灰 (2015),36000,"里程: 0km, 評價: , 來源: PDF"
LUXGEN M7 黑 (2019),182000,"里程: 115,103km, 評價: B, 來源: PDF"
LUXGEN M7 黑 (2019),180000,"里程: 95,819km, 評價: B, 來源: PDF"
LUXGEN M7 黑 (2019),206000,"里程: 116,894km, 評價: A, 來源: PDF"
 (2025),202511,"里程: Unknown, 評價: , 來源: PDF"
LUXGEN M7 銀 (2020),198000,"里程: 108,537km, 評價: B, 來源: PDF"
LUXGEN M7 銀 (2020),214000,"里程: 109,863km, 評價: , 來源: PDF"
LUXGEN M7 白 (2020),229000,"里程: 52,072km, 評價: B, 來源: PDF"
LUXGEN S3 黑紅 (2019),89915,"里程: 89,915km, 評價: B, 來源: PDF"
LUXGEN S5 黑 (2014),138142,"里程: 138,142km, 評價: , 來源: PDF"
LUXGEN SUV 藍 (2011),214676,"里程: 214,676km, 評價: A, 來源: PDF"
LUXGEN SUV 深灰 (2012),224992,"里程: 224,992km, 評價: B+, 來源: PDF"
LUXGEN U5 藍 (2017),44000,"里程: 0km, 評價: A, 來源: PDF"
LUXGEN U6 銀 (2014),179753,"里程: 179,753km, 評價: , 來源: PDF"
LUXGEN U6 銀 (2014),95885,"里程: 95,885km, 評價: A+, 來源: PDF"
LUXGEN U6 紅 (2015),100736,"里程: 100,736km, 評價: A+, 來源: PDF"
LUXGEN U6 白 (2016),168249,"里程: 168,249km, 評價: A, 來源: PDF"
LUXGEN U6 灰 (2017),61000,"里程: 0km, 評價: , 來源: PDF"
LUXGEN U6 灰 (2017),120196,"里程: 120,196km, 評價: A+, 來源: PDF"
LUXGEN U6 黑 (2017),33000,"里程: 0km, 評價: B, 來源: PDF"
LUXGEN U6 黑 (2018),127000,"里程: 73,256km, 評價: B+, 來源: PDF"
LUXGEN U6 紅 (2019),81000,"里程: 0km, 評價: , 來源: PDF"
LUXGEN U6 灰 (2021),105422,"里程: 105,422km, 評價: B, 來源: PDF"
LUXGEN U6 黑 (2021),228000,"里程: 62,662km, 評價: , 來源: PDF"
LUXGEN U6 黑白 (2024),385000,"里程: 22,605km, 評價: A, 來源: PDF"
LUXGEN U7 黑 (2014),95788,"里程: 95,788km, 評價: B, 來源: PDF"
LUXGEN U7 黑 (2016),110000,"里程: 73,178km, 評價: A, 來源: PDF"
LUXGEN V7 黃 (2017),242842,"里程: 242,842km, 評價: B, 來源: PDF"
LUXGEN V7 白 (2020),135000,"里程: 124,811km, 評價: A+, 來源: PDF"
MAHINDRA SCORPIO 銀 (2019),121000,"里程: 41,695km, 評價: B, 來源: PDF"
MAZDA CX-3 白 (2016),241000,"里程: 92,873km, 評價: A+, 來源: PDF"
MAZDA CX-3 白 (2016),245695,"里程: 245,695km, 評價: B, 來源: PDF"
MAZDA CX-3 深紅 (2016),190116,"里程: 190,116km, 評價: B, 來源: PDF"
MAZDA CX-3 黑 (2017),235819,"里程: 235,819km, 評價: A, 來源: PDF"
MAZDA CX-3 深紅 (2017),225000,"里程: 128,576km, 評價: , 來源: PDF"
MAZDA CX-3 白 (2020),422000,"里程: 33,935km, 評價: A+, 來源: PDF"
